,manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__assembly_required,attrib__back_material,attrib__bulb_included,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,attrib__pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product__styles
10,285,081-093700285-0,11.0,18.0,18.0,32.0,True,246.0,328.0,True,Indoor Lighting,Dimond Lighting,Lattice-Handled Ceramic Urn Table Lamp In White,,base measures 12.5x18,,,,,,,,1.0,CHN,,,False,,False,,,Ceramic,1.0,,False,,,,,Round Hardback Linen Shade With Rolled Edge,,3-Way,True,,150.0,,12.0,37.0,18.2,18.2,,,,,,,,,
11,287,081-093700287-0,6.0,7.0,7.0,14.0,True,84.0,112.0,True,Indoor Lighting,Dimond Lighting,White Ceramic Up-Light,,,,,,,,,,1.0,CHN,,,False,,False,,,Porcelain,1.0,,False,,,,,No Shade,,On-Off Line Switch,True,,60.0,,7.0,18.0,8.2,8.2,,,,,,,,,
12,289,081-093700289-0,7.0,15.0,14.0,24.0,True,159.0,212.0,True,Indoor Lighting,Dimond Lighting,Jute-Wrapped Mercury Glass Table Lamp,,6.5-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,"Glass, Componise",1.0,,False,,,,,Round Hardback Burlap Shade with Rolled Edges,,3-Way,True,,100.0,,10.0,26.2,15.2,15.2,,,,,,,,,Transitional
13,316,081-093700316-0,10.0,14.0,14.0,33.0,True,142.5,190.0,True,Indoor Lighting,Dimond Lighting,Serrated Venetian Glass Table Lamp In Clear And Gold,,6-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Glass,1.0,,False,,,,,Round Hardback White Fabric Shade,,3-Way,True,,100.0,,12.0,12.0,23.5,12.0,,,,,,,,,Traditional
14,319,081-093700319-0,10.0,10.0,19.0,27.0,True,150.0,200.0,True,Indoor Lighting,Dimond Lighting,Hand Blown Oval Glass Table Lamp In Orange,,10-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Glass,1.0,,False,,,,,Oval Hardback White Fabric Shade,,3-Way,True,,100.0,,12.0,20.0,19.3,17.0,,,,,,,,,Modern / Contemporary
15,340,081-093700340-0,12.0,18.0,18.0,32.0,True,271.5,362.0,True,Indoor Lighting,Dimond Lighting,Bisque Ceramic Table Lamp In Dark Taupe,,10-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Ceramic,1.0,,False,,,,,Round Hardback Black Fabric Shade,,3-Way,True,,100.0,,14.0,35.3,18.5,18.5,,,,,,,,,Transitional
16,352,081-093700352-0,5.0,10.0,19.0,26.0,True,208.5,278.0,True,Indoor Lighting,Dimond Lighting,Wild Wheat Acrylic Table Lamp With Night Light,,10-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,"Grass, Polyresin",1.0,,False,,,,,Rectangular White Fabric Hardback Shade,,3-Way,True,,100.0,,7.0,20.3,10.2,17.5,,,,,,,,,Modern / Contemporary
17,401,081-093700401-0,2.0,12.0,12.0,16.25,True,184.5,246.0,True,Indoor Lighting,Dimond Lighting,Cigar Pendant In White,,,,,,,,,,1.0,CHN,,,False,,False,,,Rice Paper,1.0,,False,,,,,Round White Fabric Shade,,,True,,100.0,,4.0,18.2,12.0,12.0,,,,,,,,,Modern / Contemporary
18,402,081-093700402-0,8.0,10.0,10.0,22.0,True,238.5,318.0,True,Indoor Lighting,Dimond Lighting,Cigar Swingarm Wall Sconce In White,,20.5-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Metal,1.0,,False,,,,,Round White Fabric Shade,,,True,,100.0,,9.0,22.6,12.0,12.0,,,,,,,,,Modern / Contemporary
19,444,081-093700444-0,18.0,14.0,14.0,64.0,True,465.0,620.0,True,Indoor Lighting,Dimond Lighting,Wooden Tulip Floor Lamp,,10-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,"Metal, Wood",1.0,,False,,,,,Round Hardback White Fabric Shade,,3-Way,True,,100.0,,29.0,17.0,41.0,16.0,,,,,,,,,Modern / Contemporary
20,500,081-093700500-0,10.0,16.0,16.0,30.0,True,184.5,246.0,True,Indoor Lighting,Dimond Lighting,Aspen Bark Table Lamp,,6.5-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,"Bark, Metal",1.0,,False,,,,,Round Hardback Burlap Shade With Single Trim,,3-Way,True,,100.0,,13.0,18.0,24.0,17.0,,,,,,,,,Transitional
21,505,081-093700505-0,11.0,15.0,15.0,26.0,True,204.0,272.0,True,Indoor Lighting,Dimond Lighting,Hand Applied Natural Shells Table Lamp,,8-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,"Metal, Shell",1.0,,False,,,,,Round Hardback White Fabric Shade,,3-Way,True,,100.0,,12.0,28.0,15.8,15.8,,,,,,,,,Modern / Contemporary
22,590,081-093700590-0,9.0,20.0,21.0,31.0,True,141.0,188.0,True,Indoor Lighting,Dimond Lighting,Carved Horse Table Lamp,,19-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Composite,1.0,,False,,,,,Rectangular Hardback Grey Fabric Shade With Single Trim,,3-Way,True,,100.0,,12.0,21.3,21.5,11.5,,,,,,,,,Traditional
23,671,081-093700671-0,21.0,17.0,11.0,42.0,True,184.5,246.0,True,Indoor Lighting,Dimond Lighting,Pharmacy Floor Lamp In Bronze,,,,,,,,,,1.0,CHN,,,False,,True,,,Metal,1.0,,False,,,,,Bronze Metal Shade,,,True,,,,10.0,11.0,23.0,5.0,,,,,,,,,Traditional
24,704,081-093700704-0,27.0,15.0,15.0,28.0,True,211.5,282.0,True,Indoor Lighting,Dimond Lighting,Crystal Ballustrade Table Lamp,,6-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Crystal,1.0,,False,,,,,Rectangular Hardback White Fabric Shade,,3-Way,True,,100.0,,30.0,30.0,15.5,15.5,,,,,,,,,Traditional
25,722,081-093700722-0,15.0,16.0,9.0,27.0,True,202.5,270.0,True,Indoor Lighting,Dimond Lighting,Crystal Rectangular Urn Table Lamp,,9-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Crystal,1.0,,False,,,,,Rectangular Hardback White Fabric Shade,,3-Way,True,,100.0,,18.0,16.0,12.0,12.0,,,,,,,,,Traditional
26,729,081-093700729-0,18.0,15.0,18.0,32.0,True,319.5,426.0,True,Indoor Lighting,Dimond Lighting,Crystal Faceted Column Table Lamp,,5-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Crystal,1.0,,False,,,,,Round Hardback White Fabric Shade,,3-Way,True,,100.0,,20.0,20.0,19.0,20.0,,,,,,,,,Traditional
27,801,081-093700801-0,20.0,18.0,18.0,65.0,True,405.0,540.0,True,Indoor Lighting,Dimond Lighting,Distressed Acacia Wood Floor Lamp,,11-Inch wide base,,,,,,,,2.0,CHN,,,False,,False,,,Wood,1.0,,False,,,,,Round Hardback Taupe Fabric Shade,,3-Way,True,,100.0,,18.0,12.0,52.0,12.0,4.0,16.0,20.0,20.0,,,,,Traditional
28,807,081-093700807-0,12.0,18.0,18.0,28.0,True,301.5,402.0,True,Indoor Lighting,Dimond Lighting,Curved Block Solid Wood Table Lamp,,10-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Wood,1.0,,False,,,,,Round Hardback Burlap Shade,,3-Way,True,,100.0,,14.0,29.0,19.0,19.0,,,,,,,,,Traditional
29,992,081-093700992-0,8.0,13.0,6.0,18.0,True,172.5,230.0,True,Indoor Lighting,Dimond Lighting,Chrome LED Desk Lamp,,,,,,,,,,1.0,CHN,,,False,,True,,,Metal,1.0,,False,,,,,No Shade,,Line Switch,True,,5.0,,9.8,20.0,8.0,14.0,,,,,,,,,Modern / Contemporary
30,2002,081-093702002-0,,,34.0,34.0,True,209.925,279.9,True,Wall Decor,Dimond Home,Hand Laid Twig Mirror,,,,,,,,,,,,,,False,,False,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,
31,8000,081-093708000-0,10.0,18.0,18.0,26.0,True,234.0,312.0,True,Indoor Lighting,Dimond Lighting,Brass Ball,,,,,,,,,,1.0,CHN,,,False,,False,,,Metal,1.0,,False,,,,,Tan Linen Shade,,,True,,100.0,,12.0,30.0,19.0,19.0,,,,,,,,,Transitional
32,8001,081-093708001-0,10.5,18.0,18.0,29.0,True,199.5,266.0,True,Indoor Lighting,Dimond Lighting,Bamboo Ceramic,,,,,,,,,,1.0,CHN,,,False,,False,,,Ceramic,1.0,,False,,,,,Round Hardback White Fabric Shade,,,True,,100.0,,12.0,30.0,19.0,19.0,,,,,,,,,Traditional
33,8004,081-093708004-0,9.5,8.5,8.5,16.0,True,192.0,256.0,True,Indoor Lighting,Dimond Lighting,Cut Crystal,,,,,,,,,,1.0,CHN,,,False,,False,,,"Crystal, Metal",1.0,,False,,,,,White Fabric Shade,,,True,,100.0,,11.0,18.0,10.0,10.0,,,,,,,,,Traditional
34,8005,081-093708005-0,9.0,17.0,17.0,29.0,True,208.5,278.0,True,Indoor Lighting,Dimond Lighting,Clear Glass,,Lamp body measures 9.5x17,,,,,,,,1.0,CHN,,,False,,False,,,Glass,1.0,,False,,,,,Round Hardback White Fabric Shade,,Night Light Socket,True,,100.0,,11.0,30.0,18.0,18.0,,,,,,,,,Modern / Contemporary
35,8011,081-093708011-0,8.0,17.5,17.5,28.0,True,276.0,368.0,True,Indoor Lighting,Dimond Lighting,Blue Thumb Print Glass,,,,,,,,,,1.0,CHN,,,False,,False,,,"Glass, Metal",1.0,,False,,,,,Tan Fabric Shade With Brown Trim,,,True,,100.0,,10.0,29.0,19.0,19.0,,,,,,,,,Modern / Contemporary
36,10005,081-093710005-0,30.0,19.0,18.0,62.0,True,373.5,498.0,True,Indoor Lighting,Dimond Lighting,Diamond Cut Crystal Floor Lamp with Satin Nickel Base,,9-Inch wide base,,,,,,,,1.0,CHN,,,False,,False,,,Crystal,1.0,,False,,,,,Round Hardback White Fabric Shade,,3-Way,True,,100.0,,41.0,60.0,14.0,29.0,,,,,,,,,Traditional
37,71050,084-355814057-0,149.9,18.0,70.0,81.0,True,700.5,934.0,True,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Large,"Today's dynamic design themes often call for changing the size and function of a space by moving it around. Introducing our Penn Series Shelving Units: A unique retro-industrial aesthetic featuring stylish riveted metal brackets, slender bracer pins, and a warm antiqued finish; whose vintage-style casters, whether they're moved or not, add a hip and relevant feel.  Fill this one with LPs and shake up the home office.",,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,Large,,False,,,,172.0,20.0,78.0,12.0,,,,,,,,,Transitional
38,71051,084-355814056-0,119.0,18.0,45.0,81.0,True,561.0,748.0,True,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Medium,"Today's dynamic design themes often call for changing the size and function of a space by moving it around. Introducing our Penn Series Shelving Units: A unique retro-industrial aesthetic featuring stylish riveted metal brackets, slender bracer pins, and a warm antiqued finish; whose vintage-style casters, whether they're moved or not, add a hip and relevant feel.  Fill this one with LPs and shake up the home office.",,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,Medium,,False,,,,141.0,20.0,78.0,12.0,,,,,,,,,Transitional
39,71052,084-355814055-0,108.0,18.0,27.5,81.0,True,466.5,622.0,True,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Small,"Today's dynamic design themes often call for changing the size and function of a space by moving it around. Introducing our Penn Series Shelving Units: A unique retro-industrial aesthetic featuring stylish riveted metal brackets, slender bracer pins, and a warm antiqued finish; whose vintage-style casters, whether they're moved or not, add a hip and relevant feel.  Fill this one with LPs and shake up the home office.",,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,Small,,False,,,,130.0,80.0,10.0,20.0,,,,,,,,,Transitional
40,100005,080-432300005-0,,6.0,45.0,72.0,True,973.5,1298.0,True,Wall Decor,GuildMaster,CARVED TRUMEAU MIRROR,Vintage White and Bouleau Blanc finish on hand-carved mirror frame with acanthus embellishments. Antiqued mirror.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,102.0,76.0,41.0,11.0,,,,,,,,,Traditional
41,102501,080-432301525-0,,8.0,60.0,60.0,True,1198.5,1598.0,True,Wall Decor,GuildMaster,60-Inch Square Mirror,"Aged tin and wood mirror. Antiqued tin finish with aged and distressed shades of gray, cream, white, and stain. Antiqued beveled mirror.",,,,,,,,,1.0,IDN,,,False,,False,,,Tin,,,False,,,,,,,,False,,,,55.2,65.0,65.0,12.0,,,,,,,,,Traditional
42,102506,080-432302506-0,,2.0,40.0,40.0,True,448.5,598.0,True,Wall Decor,GuildMaster,OSBOURNE MIRROR IN MUTED SILVER LEAF,Heritage Oyster finish on hand-carved circle mirror with chain link details. Antiqued beveled mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,40.0,43.8,43.0,6.5,,,,,,,,,Transitional
43,102509,080-432310250-0,,2.0,52.0,48.0,True,898.5,1198.0,True,Wall Decor,GuildMaster,ORNATE HERITAGE MIRROR,Heritage Grey Stain with Champagne finished trim on solid wood mirror frame. Antiqued leaded and beveled mirror panes.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,78.0,55.0,52.0,7.0,,,,,,,,,Traditional
44,103002,080-432301526-0,,1.0,38.0,48.0,True,373.5,498.0,True,Wall Decor,GuildMaster,MANSE METAL MIRROR,Aged and antiqued gold finish on hand-tooled oval metal frame mirror. Clear mirror.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Metal,,,False,,,,,,,,False,,,,36.0,41.0,52.0,5.0,,,,,,,,,Transitional
45,103003,080-432310300-0,,2.0,30.0,45.0,True,418.5,558.0,True,Wall Decor,GuildMaster,SOMERSET MIRROR,Manor White Wash and soft gold finished on carved wood mirror. Clear mirror.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,18.0,34.0,50.0,2.5,,,,,,,,,Transitional
46,103007,080-432303007-0,,3.0,27.0,36.0,True,298.5,398.0,True,Wall Decor,GuildMaster,BELLE GROVE MIRROR,Reclaimed tin mirror finished in distressed Crackle White. Clear mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,Tin,,,False,,,,,,,,False,,,,15.6,30.0,40.0,5.0,,,,,,,,,Traditional
47,103202,080-432304912-0,,2.0,36.0,78.0,True,748.5,998.0,True,Wall Decor,GuildMaster,SOHO FLOOR MIRROR,Manor Graystone finish on wood floor mirror. Clear mirror.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Wood,,,False,,,,,,,,False,,,,82.0,84.0,6.0,41.0,,,,,,,,,Transitional
48,103504,080-432304960-0,,2.0,37.0,37.0,True,448.5,598.0,True,Wall Decor,GuildMaster,CURLED MIRROR,Manor Graystone finish on hand-carved mahogany mirror. Antiqued beveled mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,28.5,40.0,40.0,3.0,,,,,,,,,Transitional
49,104004,080-432304004-0,,2.0,30.0,45.0,True,418.5,558.0,True,Wall Decor,GuildMaster,SOMERSET HERITAGE MIRROR,Oval mirror framed in Heritage Grey Stain finish with Champagne finish accents.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,27.0,49.0,34.0,6.0,,,,,,,,,Transitional
50,104006,080-432304006-0,,2.0,35.0,63.0,True,538.5,718.0,True,Wall Decor,GuildMaster,VINCENT MIRROR,A herd of Scandinavian Deer grace the top frame on this mirror finished in Crossroads Rosa.,,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,55.0,38.0,66.0,7.0,,,,,,,,,Traditional
51,104506,080-432304506-0,,2.0,40.0,47.0,True,673.5,898.0,True,Wall Decor,GuildMaster,MANOR MEDALLION MIRROR,Classic arched mirror with incised mirror panes in METAL FRAME.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Metal,,,False,,,,,,,,False,,,,46.0,55.0,46.0,7.0,,,,,,,,,Traditional
52,104510,080-432304510-0,,2.0,35.0,63.0,True,538.5,718.0,True,Wall Decor,GuildMaster,WATERFRONT VINCENT MIRROR,Waterfront Sea Plant finish on mahogany mirror frame. Waterfront Grey Stain trims and hand painted seascape art.,Hand painted,,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,55.0,38.0,66.0,7.0,,,,,,,,,Traditional
53,105001,080-434318929-0,,6.0,38.0,72.0,True,973.5,1298.0,True,Wall Decor,GuildMaster,Carved Trumeau Mirror,Euro Plaster finish on hand-carved mirror frame with acanthus embellishments. Antiqued mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,"Solid Mahogany, Glass",,,False,,,,,,,,False,,,,110.0,75.0,42.0,11.5,,,,,,,,,Traditional
54,105013,080-434319048-0,,1.0,28.0,52.0,True,448.5,598.0,True,Wall Decor,GuildMaster,Artifacts Architectural Floor Mirror,Natural aged metal finish on tin covered wood floor mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,"Solid Mahogany, Glass, Tin",,,False,,,,,,,,False,,,,42.0,35.0,56.0,6.0,,,,,,,,,Traditional
55,105016,080-434319051-0,,2.0,30.0,60.5,True,598.5,798.0,True,Wall Decor,GuildMaster,Vintage Carved Acanthus Mirror,Champagne Gold finish on carved acanthus mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,"Solid Mahogany, Glass",,,False,,,,,,,,False,,,,50.0,64.0,5.0,32.0,,,,,,,,,Traditional
56,105017,080-434319052-0,,3.0,37.5,56.5,True,598.5,798.0,True,Wall Decor,GuildMaster,Oval Carved Mirror,Grain de Bois Blue Slate finish on carved wood mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,"Solid Mahogany, Glass",,,False,,,,,,,,False,,,,50.0,62.0,6.0,40.0,,,,,,,,,Traditional
57,105018,080-434319053-0,,2.0,38.0,60.0,True,598.5,798.0,True,Wall Decor,GuildMaster,Champagne Mirror,Antique Smoke finish on carved frame with Front Porch White White finish on back panel.,,,,,,,,,1.0,IDN,,,False,,False,,,"Solid Mahogany, Glass",,,False,,,,,,,,False,,,,58.0,42.0,65.0,6.5,,,,,,,,,Traditional
58,105031,080-434319061-0,,4.0,48.0,72.0,True,823.5,1098.0,True,Wall Decor,GuildMaster,Stamped Metal Floor Mirror,Rustic painted and aged Crossroads Brown finish on stamped metal floor mirror.,,,,,,,,,1.0,IDN,,,False,,False,,,"Glass, Metal, Tin",,,False,,,,,,,,False,,,,86.0,74.0,52.0,8.0,,,,,,,,,Traditional
59,105501,080-434318660-0,,2.0,40.0,49.0,True,673.5,898.0,True,Wall Decor,GuildMaster,GILDED ARCH MIRROR,Style is a keen reflection of the exhibitor. The Gilded Arch Wall Mirror’s graceful arciform silhouette is embellished with elegant medallions and an array of richly gilded glazing bars. Generously scaled. Gorgeous Antiqued Metal finish.,,,,,,,,,1.0,IDN,,,False,,False,,,Metal,,,False,,,,,,,,False,,,,41.0,54.0,6.0,43.0,,,,,,,,,Transitional
60,106010,080-434318661-0,,2.0,30.0,60.0,True,523.5,698.0,True,Wall Decor,GuildMaster,TWO CONNECTION MIRROR,Signature Antique White finish on ornately hand-carved wooden mirror. Clear mirror.,Inner Bottom Mirror Measures 48x24,Hand painted,,,,,,,1.0,IDN,,,False,,False,,,Mahogany,,,False,,,,,,,,False,,,,52.0,33.0,65.0,6.0,,,,,,,,,Traditional
61,112096,081-800801739-0,6.0,16.8,16.8,31.0,True,186.0,248.0,True,Indoor Lighting,Dimond Home,Fluer De Lis Lamp,This Fleur De Lis Lamp Is Finished In A Distressed Finish To Allow A Casual Update To Traditional Decors. Finished With A Clean Linen Shade In Off White.,,,,,,,,,1.0,CHN,,,False,,False,,,Resin,1.0,,False,,,,,White Linen Shade,,3-Way,True,,150.0,,8.0,34.0,20.0,15.0,,,,,,,,,
62,112162,081-800801670-0,3.0,9.0,5.0,3.0,True,39.0,52.0,True,Decorative Accessory,Dimond Home,CROCODILE SKULL IN SILVER LEAF,"Crocodile Skull In Silver Leaf, Formed In Composite From A Real Skull.",Hand Applied Finish,,,,,,,,1.0,CHN,,,False,,False,,,Resin,,,False,,,,,,,,False,,,,4.0,7.0,11.0,6.0,,,,,,,,,Transitional
63,114162,081-800801653-0,5.0,42.0,2.5,42.0,True,310.5,414.0,True,Wall Decor,Dimond Home,METAL BRANCH WALL MIRROR,"This Mirror Is Surrounded By Metal Branches, Finished In A Bronze Finish With Silver Tones. The Small Centre Piece And Expansive Metal Frame Make A Statement On Large Blank Spaces.",Handcrafted,,,,,,,,1.0,CHN,,,False,,False,,,"Mirror, Metal",,,False,,,,,,,,False,,,,8.0,46.0,46.0,5.0,,,,,,,,,Transitional
64,114172,081-800801654-0,22.0,46.1,13.3,30.3,True,700.5,934.0,True,Furniture,Dimond Home,MIRRORED CONSOLE TABLE,The Sleek Shiny Curves Of This Mirrored Console Dress Up Any Space. Light Is Captured And Reflected From All Surfaces Creating Brightness And The Illusion Of Space. The Console Is Mirrored On Both Sides Making It Suitable For Use In The Centre Of A Room A,Handcrafted,,,,,,,,1.0,CHN,,,False,,False,,,Mirror,,,False,,,,,,,,False,,,,27.0,34.0,50.0,16.0,,,,,,,,,Modern / Contemporary
65,114174,081-800801655-0,20.0,47.9,14.8,30.0,True,700.5,934.0,True,Furniture,Dimond Home,MIRRORED CONSOLE TABLE WITH CLEAR GLASS TOP,The Sleek Shiny Surfaces Of This Mirrored Console Are Angled To Create Drama. Light Is Captured And Reflected From All Surfaces Creating Brightness And The Illusion Of Space. The Top Is Clear Glass Creating An Interesting Visual Illusion Which The Imagina,Handcrafted,,,,,,,,1.0,CHN,,,False,,False,,,Mirror,,,False,,,,,,,,False,,,,25.0,34.0,52.0,18.0,,,,,,,,,Modern / Contemporary
66,114188,081-800801658-0,15.0,27.0,1.0,68.0,True,466.5,622.0,True,Wall Decor,Dimond Home,WALL MIRROR,This Mirror Stands 68 Tall And Can Be Wall Mounted Or Used As A Leaning Mirror. The Mirror Is Mounted In An Antique Mirror Surround And Bronze Metal Frame.,Handcrafted,,,,,,,,1.0,CHN,,,False,,False,,,"Mirror, Metal",,,False,,,,,,,,False,,,,19.0,73.0,32.0,4.0,,,,,,,,,Transitional
